id,text
130022401,謝謝禮物~
130022501,萬聖節快樂~最喜歡主人了~
130022601,不給糖，就搗蛋！
130030201,我所繼承的是……魔女之力和詛咒……永遠怨恨人類的詛咒。
130030202,從出生到現在……我從來就沒有感受過……溫暖...
130030203,在離開了所有人之後，我發現一切都變得如此自由、輕鬆。
130030204,我不明白，人類為什麼要聚在一起……弱小才會群聚不是嗎？
130030205,沙漠啊~這可是我的第二個家呢。
130030301,感受到怨恨了嗎？這深深的怨念之力。
130030401,你的恨意傳達給了我呢，那麼強烈的混濁的靈魂~挺有意思的呢~來吧，說說你要詛咒的人。
130030501,-1
130030601,詛咒你。
130030701,恨意越來越強烈，我的力量在不斷提升！
130030801,我會繼續一個人活下去！
130031101,如你所願。
130031102,你就好好看著，這力量是如何使用的吧！
130032801,他們就是你的目標嗎？
130031301,失敗者的恨意充斥在整個戰場！
130031401,終於，輪到我的失敗了嗎？但我的內心，似乎沒有怨恨啊……
130031501,-1
130031502,-1
130031503,-1
130031504,-1
130031601,或許我會因此失去怨恨之力，但我不會對此感到恐懼，因為我知道，我不再是孤獨的一個人。
130031701,學長，你這次，是又要跟我說什麽嗎？
130031801,關上門和窗戶，可不能讓風吹散了沙坑裡的沙子。
130031901,學長也不知道幹什麽去了，半天都沒見到人影。不過這樣也好，還是一個人比較輕鬆。
130032001,快去打工，別在這跟我廢話了~
130032101,我在想，不提醒你去領取獎勵是不是更好，這樣，沒准你也能生出些許怨恨呢？
130032201,好久沒在學園裡感受到這麼強大的怨恨了，你要去看看嗎？估計是有大事發生喔！
130032301,這個東西……會減弱詛咒之力的！
130032401,這是……給我的嗎？
130032501,用這個可以更好地發揮出力量呢~謝謝~
130032601,歡迎回來~學長~
140010201,大吉嗎，真不錯呢~今年肯定是一帆風順的一年。
140010202,貴安，可以的話，請您也去本殿那參拜呢。
140010203,請問您是想求愛情？財運？還是健康呢？我這裡都可以求哦~
140010204,心誠則靈，來~默念您的心願~
140010205,左慈現在在哪裡、又在做些什麼呢……一個人在神社的時候，也有點想念她呢……
140010301,來吧，讓我看看你的本事吧！
140010401,主人，貴安。我是管輅。如果遇到什麼問題的話，請不用見外，儘管來找我呢。
140010501,-1
140010601,讓我看看，你的未來吧！
140010701,明天也一定會是吉運呢~
140010801,原來如此~
140011101,這套衣服，還挺適合我的嘛~
140011102,別忘了帶上這個護符喔~
140012801,就算是大吉，也不能過於張狂惹事喔~
140011301,勝利是早已預料到的事情，請不要驕傲喔~
140011401,有什麽事情改變了今日的運勢，請先撤退！
140011501,-1
140011502,-1
140011503,-1
140011504,-1
140011601,搖籤的結果不過是展示了一種可能，而我，想成為你那隻情籤的那個可能~我想要一直陪伴在你的身邊，可以嗎？
140011701,這麼急匆匆的來此，你是有事相求嗎？
140011801,要是能加一套茶具在宿舍裡就好了……
140011901,嗯，靜下心來思考可是如今這聒噪的生活中很寶貴的能力！誒，只是單純的睡著了嗎？
140012001,我記得，你今天是有打工的喔，還有空來我這聊天嗎？
140012101,籤是一種可能性預示，也是一種提醒，但無論什麽，都叫不醒裝睡的人。
140012201,那邊很吵鬧喔，是左慈回來了嗎？我要去看看，你也一起來吧~
140012301,你……你怎麼能這樣……
140012401,這是我為你搖籤的謝禮嗎？感謝。
140012501,謝謝你的禮物~請讓我為你求一支情籤吧，很靈驗的哦~
140012601,歡迎回來，今天也是吉利的一天呢~
140020201,小心點喔！那孩子似乎有點被嚇到了……你說那孩子是誰嗎？不是就在那邊嗎？他是我的朋友唷！
140020202,精靈們最近好像在煩惱什麼，雖然想和人類做朋友，但是又怕嚇到他們。你有什麼好主意嗎？
140020203,叫我嗎？不好意思，我還不太習慣……因為好久沒和人類說話了。
140020204,主人，不鼓起勇氣的話，說不定會後悔一生的哦~……雖然我不知道是什麼意思，但是精靈是這麼說的。
140020205,主人，不好好努力的話，是不能戰勝人生的呢~這是精靈的教導哦~
140020301,夥伴們，到了出場的時間了！
140020401,精靈們好像都想成為您的朋友呢。這孩子叫阿修，這一個是米拉……欸？你什麼都看不見嗎？他們很可愛的！真是遺憾呀……
140020501,-1
140020601,把力量借給我吧！精靈們！
140020701,精靈們在歡笑~
140020801,新的精靈，請問你是迷路了嗎？
140021101,精靈們說，這個對他們很有幫助~
140021102,嗯，這樣就足夠了。
140022801,精靈們都已經躍躍欲試了呢~
140021301,謝謝大家的幫助，我只是做到了自己應做之事。
140021401,對不起，我辜負了大家的期待。
140021501,-1
140021502,-1
140021503,-1
140021504,-1
140021601,那個，我很喜歡精靈們……精靈們很喜歡你……所以，我喜歡你這種事不會很奇怪吧？
140021701,精靈們在向你問好~
140021801,嗯，這間房間我很喜歡，精靈們也很高興的樣子~
140021901,米莉！不能在別人睡著時捉弄他喔！主人肯定是太累了，就讓他好好休息一會吧。
140022001,聽說主人最近每天都要去打工，請別累壞了身體。
140022101,既然盡心盡力的完成了任務，那就不用客氣，把獎勵領走吧。
140022201,精靈們告訴我，附近有邪惡的氣息，請主人小心些！
140022301,主人，你明知我不喜歡這些東西的……
140022401,謝謝主人的禮物~
140022501,哈哈~精靈們似乎也很喜歡這份禮物呢，主人真貼心~
140022601,歡迎回來，主人！
140030201,"採蘑菇！採蘑菇！1,2,3,4,5！……啊咧，這個蘑菇，拔不出來呢。"
140030202,我們家的田一直以來都是大豐收呢！因為，我的名字可是「田豐」呢！
140030203,不要動了~我是想讓它們多曬曬太陽這樣才比較好長大呢~
140030204,蘑菇是世界上最美味的食物喔！
140030205,媽媽沒和你說嗎？漂亮的蘑菇是不能吃的喔~像我這樣可愛的女孩子也是不能食用的喔？
140030301,幹活啦！
140030401,唔唔唔，採蘑菇採著採著迷路了。啊，不好意思，請問你能帶我回家嗎~我是誰？我是蘑菇的妖精喔。
140030501,-1
140030601,長大~吧~
140030701,我會繼續成長的~
140030801,這點小事，可難不倒我！
140031101,要給我蘑菇嗎？
140031102,別擔心，我有我的蘑菇傘就行了~
140032801,啊，我采完這片蘑菇就來~
140031301,可不要小看了蘑菇呢！
140031401,嗚嗚嗚……我打不過他……
140031501,-1
140031502,-1
140031503,-1
140031504,-1
140031601,立下了誓約就要好好遵守唷！我會一直監督著你的！
140031701,學長，要來一串烤蘑菇嗎？
140031801,這房間門的把手對於我來說，有點高了……
140031901,快醒來啦，學長，睡在太陽底下會消失的……
140032001,學長，打工的事情能不能教教我呢？
140032101,學長，那個任務獎勵是不是你的呀？
140032201,我不太清楚學園裡發生了什麽，只要不影響到森林里來應該不會有事吧~
140032301,我……我不需要這個啦……
140032401,哼~我這麼可愛，你的禮物卻這麼敷衍！
140032501,嘻嘻~我就知道，你會送我最喜歡的禮物的~
140032601,歡迎回來，我找到了有趣的蘑菇喲~
210010201,開拓還未探索過的土地，就是我人生的意義啊。
210010202,探險就是我的人生，雖然不知道前方有著什麼，但是如果都沒有人去邁出那第一步，就無從開始啊。
210010203,防風鏡，牛仔褲配上夾克衫。這就是冒險者的基本裝備唷！
210010204,還未開拓的土地上有著許多新奇的人和事物在等著呢！那麼哪還有不去的道理呢？
210010205,光是逃避的話可是永遠都無法前進的唷？
210010301,冒險開始啦！
210010401,要和我一起去探索新世界嗎？我們現在的所知所想，都只是小小的一部分。世界非常大，充滿著許許多多的未知數……你不認為這很棒嗎？
210010501,-1
210010601,爆破準備！
210010701,是時候補充一下體力了！
210010801,精力！耐力！爆發力！作為探險家一項都不能落下！
210011101,出去的太久，我的裝備都破破爛爛啦，給我換一套吧~
210011102,有了這些，之前去不了的地方都可以挑戰一下了！
210012801,你想不想跟我去遠一些的地方探險，比呆在學園裡可有趣多了~
210011301,作為探險家，沒點實力怎麼行？
210011401,真是危險，趕緊撤離~
210011501,-1
210011502,-1
210011503,-1
210011504,-1
210011601,我會帶著你到處遊歷，直到世界盡頭也不離不棄，所以現在，請把你的手給我~
210011701,我給你帶了外面的紀念品回來，有遺跡的石板、帶有魔力的礦石，你可要好好收藏呀！
210011801,要是你回來的時候沒有看到我也不要驚訝，畢竟探險家總是在一個地方坐不太久的~
210011901,真拿你沒辦法，就在我的肩膀上靠一會吧……辛苦了，學長~
210012001,學長今天的打工時間快要到了！
210012101,完成了任務，獎勵要好好收起來呀！
210012201,學園裡似乎有什麼不尋常的事情正在發生，和我上次回來的時候，氣氛微妙的不同呢~
210012301,這種東西，無趣！
210012401,謝謝你的禮物~
210012501,哦，有趣的東西，這是學長你在哪裡探險得到的嗎？非常感謝！
210012601,難得一次，要不要去探險呢？
210020201,獠牙，恩恩不錯不錯~看起來這個骨頭也很硬！不知道是動物骨還是人骨啊~
210020202,想鍛練身體的話，那就直接和我練一練吧！沒有比實際戰鬥更好的鍛練方法了！
210020203,唉，你用的武器太輕啦~就像沒吃飯一樣~
210020204,你的小身板我一記飛錘可能就碎了呢~我來幫你鍛煉身體吧
210020205,沒有一拳解決不了的事，如果有的話，就再來第二拳。
210020301,來吧！戰鬥時間！
210020401,啊啊~真無聊，沒有能讓我盡情戰鬥的戰場啊……跟著你的話，就能找到嗎？
210020501,-1
210020601,看招！
210020701,啊哈！是充滿力量的飲料！
210020801,來來來，試試我的新招！
210021101,有了這身盔甲，什麼魔獸都無法傷到我！
210021102,嘿嘿，一看就是厲害的裝備！
210022801,你要跟我去狩獵魔物嘛！
210021301,我的大錘有誰能抵擋！
210021401,唔……彈開了……
210021501,-1
210021502,-1
210021503,-1
210021504,-1
210021601,我昨天終於把一直打不過的魔龍幹掉了！你看，這是他的翼爪！送給你當成我們的信物吧！
210021701,呀，歡迎回來！
210021801,我可以把我的戰利品擺在這兒嗎？
210021901,不如我帶你去我的秘密休息處吧，有吊床可以睡哦~
210022001,打工的時間別忘了！遲到可不好~
210022101,任務獎勵不要忘記啦！
210022201,學園裡發生了騷動！是不是有新的魔物出現了呢！
210022301,你是又想嘗嘗我大錘的滋味了嗎？
210022401,謝謝了。所以，來戰鬥嗎？
210022501,學長最棒了，我會把這份禮物當作護身符好好保存的！
210022601,喲，一起來打個獵如何？
210030201,在牢裡的痛苦，你想嘗嘗嗎？保證你一生都忘不掉唷~嘻嘻嘻嘻……
210030202,嘻嘻嘻嘻……你知道再碰我的話會有什麼後果的吧~
210030203,你要走了嗎？上課？那是什麼？遵守這些無聊的規則會變得無趣的唷？
210030204,吶，一起逃到天涯海角吧？這個充滿條條框框的世界到底有什麼好呢？
210030205,外面的人也被數不清的規則給限制著……這和被囚禁的我也沒什麼區別嘛。
210030301,嘻嘻……犧牲品又要增加了麼？
210030401,這個世界也有那些無聊的規則嗎？嘻嘻嘻嘻……讓我幫你把那些束縛全都毀滅吧！
210030501,-1
210030601,嘻嘻嘻嘻嘻~
210030701,你給我喝這個又有什麼用呢？戴著這幅鐐銬我能到哪裡去~
210030801,哼哼，等我恢復了自由，我要把這一切秩序都破壞掉！
210031101,比起這套裝備，我反倒開始想念我的一身拘束衣了~
210031102,把這些交給我，你不怕我把整個學園都鬧翻過來嗎？
210032801,混亂，只有混亂的地方才適合我！
210031301,有序的東西總是這麼不堪一擊！
210031401,切，惹不起還躲不起嗎~
210031501,-1
210031502,-1
210031503,-1
210031504,-1
210031601,受到這種契約的束縛真是令人不爽，不過是你的話勉強可以接受吧~
210031701,啊？別打擾我！
210031801,就是這地方！以後就是我的據點了！
210031901,想知道我在想什麼？我在想怎麼讓學園的大樓在人最多的時候炸開~嘻嘻！
210032001,打工時間到！
210032101,任務獎勵！別說我沒提醒你~
210032201,哈，學園裡鬧起來了！但是還不夠！這樣子的規模連騷亂都算不上！
210032301,誒……送我這種東西，你也想被我毀滅了嗎？
210032401,禮物，感想？東西我收下了，收禮後還要回答問題的這種規則就免了吧！
210032501,嘻嘻……你終於想通了？和我一起逃出這充滿無聊規則的世界吧~
210032601,啊拉~你怎麼又來了~
210040201,男人都是混蛋！全都是！沒有例外！
210040202,男護衛怎麼能相信呢？果然還是要靠這防狼警報器啊！
210040203,你是跟蹤狂嗎？一直跟著我？哈哈……有危險跡象的話果然還是該先斬草除根呢……...
210040204,我最討厭的~就是你們這種色瞇瞇盯著人家看的怪·蜀·黍了~
210040205,該去儲備電池了~要不然~怎麼陪你們這些死變態玩？
210040301,該怎麼處理這些死混蛋呢？
210040401,做我的主人？哈哈你可是個男人？算了~不妨試試看，如果你要是有我討厭的臭男人的氣質，那你可就死·定·了。
210040501,-1
210040601,水母噴射~
210040701,快給我經驗飲料！不然小心我電你哦！
210040801,臭男人總算有點用處~
210041101,哈？你給我這些算什麼意思？想要收買我麼？
210041102,把衣服放在這裡，然後出去關上門，別想偷看！
210042801,居然想讓我穿這樣的衣服，你是變態嗎！
210041301,哼，知道我電擊槍的厲害了吧！
210041401,嘖，失敗了。。。
210041501,-1
210041502,-1
210041503,-1
210041504,-1
210041601,誰要跟你這種人……喂！你別走啊……我答應就是了……
210041701,哇！別突然在我身後出現！小心我電你哦！
210041801,把我帶到你的房間裡來是要做什麼？我已經把電擊槍掏出來了！
210041901,哼，安分的樣子倒還挺可愛的……我的變態君~
210042001,快打你的工去！離我越遠越好！
210042101,領完任務獎勵立即從我眼前消失！現在！馬上！消失！
210042201,哈？學園裡的事，不知道不知道，想管你自己去好了！
210042301,這是什麽東西，討厭死了！
210042401,哼，勉強收下了~
210042501,好像，還不錯，謝、謝謝了~
210042601,又來了啊，你這個變態！
220010201,一筆一筆的……畫出這個世界。
220010202,來，你來看這幅畫，這就是我夢想中的地方。很美吧~
220010203,繪畫工具用光了。主人，能陪我去買嗎？我可以介紹給你一個很好的畫具店哦~
220010204,畫筆，可以創造出你想的東西哦~就像神一樣。
220010205,不要動喔，讓我來給你畫一幅肖像畫~
220010301,我來為你繪畫吧~
220010401,那個……你能成為我的專屬模特嗎？我會把主人最棒的一瞬間畫下來的！
220010501,-1
220010601,一起來畫畫吧！
220010701,一筆一筆地接近真實~
220010801,繪畫技術的提升，其實是感受力的增強~
220011101,穿上這套裝備畫畫，也是一種挑戰呢！
220011102,你是要我穿上它，還是要我給你畫一個出來？
220012801,是時候出去寫生了~
220011301,真是不容易的戰鬥呀，我要把大家的英姿都畫下來！
220011401,為什麼要爭鬥~
220011501,-1
220011502,-1
220011503,-1
220011504,-1
220011601,請~請看這張畫~是穿著婚紗的我和抱著我的主人……能請您把這張畫，變成現實嗎？
220011701,稍等一下，這幅畫馬上就畫完了~
220011801,安靜地畫一會~
220011901,開始畫畫以後就能看見很多平時不會注意的事情，如果有時間的話，主人一定要體會一下呀~
220012001,主人，該去打工了~
220012101,主人，任務獎勵已經收好了，你等會別忘了拿回去！
220012201,學園裡和之前似乎有一點點不一樣了，大概是由什麼事情要發生~
220012301,別用這種東西來幹擾我繪畫~
220012401,嗯，謝謝你的禮物，我想把它畫進畫裡，可以嗎？
220012501,謝謝你的禮物~有了這個，我能更好的畫畫了呢！
220012601,主人~歡迎回來~
220020201,有太多的羈絆只會讓自己迷惘，所以，我要斬斷一切的羈絆！
220020202,我早就閉上了雙眼，我存在的意義只在黑暗之中！
220020203,我的道路上不存在著未來，未來那種東西……從來與我無關。
220020204,沒有力量的話，什麼都得不到。
220020205,你的光芒，太過於耀眼。那是我不能擁有的，耀眼之光。
220020301,接受任務，開始執行。
220020401,活著的意義就是完成任務。無論敵人是誰，我都不會輸的。
220020501,-1
220020601,這就是我的力量！
220020701,強大在於點滴之間的積累！
220020801,能力提升，可以挑戰更危險的任務了！
220021101,將裝備的作用最大化~
220021102,為了完成任務，所有的裝備都需要好好利用！
220022801,龐會，出發~
220021301,輕鬆的任務~
220021401,只差一點……再給我一次機會……
220021501,-1
220021502,-1
220021503,-1
220021504,-1
220021601,我這樣的人也是值得接受的嗎？……明白了，我不會再逃避光芒，而是勇敢地擁抱他~
220021701,接下裡的任務準備已經完成了，要現在就出發嗎？
220021801,房間很有你的風格~
220021901,偶爾的休息也很重要，不要把自己累壞了~
220022001,打工的時間要到了，快走吧，我不喜歡遲到~
220022101,自己的任務獎勵要多上心，浪費資源是可恥的行為~
